"","BEGIN_YEARMONTH","BEGIN_DAY","BEGIN_TIME","END_YEARMONTH","END_DAY","END_TIME","EPISODE_ID","EVENT_ID","STATE","STATE_FIPS","YEAR","MONTH_NAME","EVENT_TYPE","CZ_TYPE","CZ_FIPS","CZ_NAME","WFO","BEGIN_DATE_TIME","CZ_TIMEZONE","END_DATE_TIME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","SOURCE","MAGNITUDE","MAGNITUDE_TYPE","FLOOD_CAUSE","CATEGORY","TOR_F_SCALE","TOR_LENGTH","TOR_WIDTH","TOR_OTHER_WFO","TOR_OTHER_CZ_STATE","TOR_OTHER_CZ_FIPS","TOR_OTHER_CZ_NAME","BEGIN_RANGE","BEGIN_AZIMUTH","BEGIN_LOCATION","END_RANGE","END_AZIMUTH","END_LOCATION","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON","EPISODE_NARRATIVE","EVENT_NARRATIVE","DATA_SOURCE"
"20",195405,6,800,195405,6,800,NA,10122935,"TEXAS",48,1954,"May      ","Tornado","C",231,"HUNT",NA,"06-MAY-54 08:00:00","CST","06-MAY-54 08:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,33.27,-96.02,NA,NA,NA,NA,"PUB"
"21",195405,6,1500,195405,6,1500,NA,10122936,"TEXAS",48,1954,"May      ","Tornado","C",133,"EASTLAND",NA,"06-MAY-54 15:00:00","CST","06-MAY-54 15:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F1",1,17,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.2,-99.08,NA,NA,NA,NA,"PUB"
"22",195405,10,1430,195405,10,1430,NA,10122937,"TEXAS",48,1954,"May      ","Tornado","C",289,"LEON",NA,"10-MAY-54 14:30:00","CST","10-MAY-54 14:30:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,31.05,-96.13,NA,NA,NA,NA,"PUB"
"23",195402,20,35,195402,20,35,NA,10047321,"MISSISSIPPI",28,1954,"February ","Tornado","C",73,"LAMAR",NA,"20-FEB-54 00:35:00","CST","20-FEB-54 00:35:00",10,0,0,0,"250K",0,NA,0,NA,NA,NA,"F2",13.1,200,NA,NA,NA,NA,0,NA,NA,0,NA,NA,31.28,-89.65,31.43,-89.52,NA,NA,"PUB"
"24",195402,20,100,195402,20,100,NA,10047322,"MISSISSIPPI",28,1954,"February ","Tornado","C",31,"COVINGTON",NA,"20-FEB-54 01:00:00","CST","20-FEB-54 01:00:00",0,0,0,0,"250K",0,NA,0,NA,NA,NA,"F2",24,200,NA,NA,NA,NA,0,NA,NA,0,NA,NA,31.43,-89.52,31.68,-89.23,NA,NA,"PUB"
"25",195402,20,130,195402,20,130,NA,10047323,"MISSISSIPPI",28,1954,"February ","Tornado","C",101,"NEWTON",NA,"20-FEB-54 01:30:00","CST","20-FEB-54 01:30:00",5,0,0,0,"250K",0,NA,0,NA,NA,NA,"F2",15.6,100,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.43,-89.23,32.57,-89.02,NA,NA,"PUB"
"26",195402,20,150,195402,20,150,NA,10047324,"MISSISSIPPI",28,1954,"February ","Tornado","C",99,"NESHOBA",NA,"20-FEB-54 01:50:00","CST","20-FEB-54 01:50:00",5,0,0,0,"250K",0,NA,0,NA,NA,NA,"F2",3.6,100,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.57,-89.02,32.62,-89,NA,NA,"PUB"
"27",195404,28,1900,195404,28,1900,NA,10047325,"MISSISSIPPI",28,1954,"April    ","Tornado","C",3,"ALCORN",NA,"28-APR-54 19:00:00","CST","28-APR-54 19:00:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.92,-88.58,NA,NA,NA,NA,"PUB"
"28",195404,28,1900,195404,28,1900,NA,10047326,"MISSISSIPPI",28,1954,"April    ","Tornado","C",3,"ALCORN",NA,"28-APR-54 19:00:00","CST","28-APR-54 19:00:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.92,-88.58,NA,NA,NA,NA,"PUB"
"29",195404,28,1930,195404,28,1930,NA,10047327,"MISSISSIPPI",28,1954,"April    ","Tornado","C",57,"ITAWAMBA",NA,"28-APR-54 19:30:00","CST","28-APR-54 19:30:00",2,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",3.3,10,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.37,-88.33,34.4,-88.3,NA,NA,"PUB"
"30",195404,30,2200,195404,30,2200,NA,10047328,"MISSISSIPPI",28,1954,"April    ","Tornado","C",123,"SCOTT",NA,"30-APR-54 22:00:00","CST","30-APR-54 22:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"",6.8,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.27,-89.58,32.33,-89.5,NA,NA,"PUB"
"31",195405,27,1430,195405,27,1430,NA,10047329,"MISSISSIPPI",28,1954,"May      ","Tornado","C",89,"MADISON",NA,"27-MAY-54 14:30:00","CST","27-MAY-54 14:30:00",0,0,0,0,".25K",0,NA,0,NA,NA,NA,"",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.43,-90.13,NA,NA,NA,NA,"PUB"
"32",195406,3,600,195406,3,600,NA,10047330,"MISSISSIPPI",28,1954,"June     ","Tornado","C",101,"NEWTON",NA,"03-JUN-54 06:00:00","CST","03-JUN-54 06:00:00",3,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",7.6,300,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.48,-89.17,32.57,-89.08,NA,NA,"PUB"
"33",195407,9,900,195407,9,900,NA,10047331,"MISSISSIPPI",28,1954,"July     ","Tornado","C",101,"NEWTON",NA,"09-JUL-54 09:00:00","CST","09-JUL-54 09:00:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F0",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.33,-89.17,NA,NA,NA,NA,"PUB"
"34",195403,15,2000,195403,15,2000,NA,10104950,"PENNSYLVANIA",42,1954,"March    ","Tornado","C",87,"MIFFLIN",NA,"15-MAR-54 20:00:00","CST","15-MAR-54 20:00:00",0,0,0,0,".25K",0,NA,0,NA,NA,NA,"F0",2,3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.73,-77.53,NA,NA,NA,NA,"PUB"
"35",195408,30,1545,195408,30,1545,NA,10083324,"OHIO",39,1954,"August   ","Tornado","C",43,"ERIE",NA,"30-AUG-54 15:45:00","CST","30-AUG-54 15:45:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.37,-82.38,NA,NA,NA,NA,"PUB"
"36",195409,30,2000,195409,30,2000,NA,10083325,"OHIO",39,1954,"September","Tornado","C",19,"CARROLL",NA,"30-SEP-54 20:00:00","CST","30-SEP-54 20:00:00",3,0,1,0,"25K",0,NA,0,NA,NA,NA,"F2",0,50,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.75,-81.15,NA,NA,NA,NA,"PUB"
"37",195410,11,1730,195410,11,1730,NA,10083326,"OHIO",39,1954,"October  ","Tornado","C",49,"FRANKLIN",NA,"11-OCT-54 17:30:00","CST","11-OCT-54 17:30:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",0,67,NA,NA,NA,NA,0,NA,NA,0,NA,NA,39.9,-83.13,NA,NA,NA,NA,"PUB"
"38",195404,29,1845,195404,29,1845,NA,10098646,"OKLAHOMA",40,1954,"April    ","Tornado","C",73,"KINGFISHER",NA,"29-APR-54 18:45:00","CST","29-APR-54 18:45:00",2,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",4.6,100,NA,NA,NA,NA,0,NA,NA,0,NA,NA,35.93,-98.1,36,-98.1,NA,NA,"PUB"
"39",195404,29,2100,195404,29,2100,NA,10098647,"OKLAHOMA",40,1954,"April    ","Tornado","C",17,"CANADIAN",NA,"29-APR-54 21:00:00","CST","29-APR-54 21:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F2",2,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,35.5,-97.8,NA,NA,NA,NA,"PUB"
"40",195404,29,2145,195404,29,2145,NA,10098648,"OKLAHOMA",40,1954,"April    ","Tornado","C",31,"COMANCHE",NA,"29-APR-54 21:45:00","CST","29-APR-54 21:45:00",0,0,0,0,".03K",0,NA,0,NA,NA,NA,"F1",0,20,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.6,-98.3,NA,NA,NA,NA,"PUB"
"41",195404,30,100,195404,30,100,NA,10098649,"OKLAHOMA",40,1954,"April    ","Tornado","C",123,"PONTOTOC",NA,"30-APR-54 01:00:00","CST","30-APR-54 01:00:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.92,-96.82,NA,NA,NA,NA,"PUB"
"42",195404,30,930,195404,30,930,NA,10098650,"OKLAHOMA",40,1954,"April    ","Tornado","C",23,"CHOCTAW",NA,"30-APR-54 09:30:00","CST","30-APR-54 09:30:00",12,0,0,0,"250K",0,NA,0,NA,NA,NA,"F3",1,150,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34,-95.52,NA,NA,NA,NA,"PUB"
"43",195404,30,1045,195404,30,1045,NA,10098651,"OKLAHOMA",40,1954,"April    ","Tornado","C",61,"HASKELL",NA,"30-APR-54 10:45:00","CST","30-APR-54 10:45:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,35.25,-95.17,NA,NA,NA,NA,"PUB"
"44",195405,1,1416,195405,1,1416,NA,10098652,"OKLAHOMA",40,1954,"May      ","Tornado","C",141,"TILLMAN",NA,"01-MAY-54 14:16:00","CST","01-MAY-54 14:16:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F4",34.6,440,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.2,-99.18,34.65,-98.92,NA,NA,"PUB"
"45",195405,1,1530,195405,1,1530,NA,10098653,"OKLAHOMA",40,1954,"May      ","Tornado","C",141,"TILLMAN",NA,"01-MAY-54 15:30:00","CST","01-MAY-54 15:30:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.25,-99.1,NA,NA,NA,NA,"PUB"
"46",195405,1,1600,195405,1,1600,NA,10098654,"OKLAHOMA",40,1954,"May      ","Tornado","C",141,"TILLMAN",NA,"01-MAY-54 16:00:00","CST","01-MAY-54 16:00:00",0,0,0,0,"250K",0,NA,0,NA,NA,NA,"F3",1.9,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.23,-98.62,34.25,-98.6,NA,NA,"PUB"
"47",195405,1,1600,195405,1,1600,NA,10098655,"OKLAHOMA",40,1954,"May      ","Tornado","C",33,"COTTON",NA,"01-MAY-54 16:00:00","CST","01-MAY-54 16:00:00",3,0,3,0,"250K",0,NA,0,NA,NA,NA,"F3",10.4,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.25,-98.6,34.35,-98.47,NA,NA,"PUB"
"48",195405,1,1650,195405,1,1650,NA,10098656,"OKLAHOMA",40,1954,"May      ","Tornado","C",15,"CADDO",NA,"01-MAY-54 16:50:00","CST","01-MAY-54 16:50:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",11.6,300,NA,NA,NA,NA,0,NA,NA,0,NA,NA,35,-98.48,35.12,-98.33,NA,NA,"PUB"
"49",195405,1,1742,195405,1,1742,NA,10098657,"OKLAHOMA",40,1954,"May      ","Tornado","C",119,"PAYNE",NA,"01-MAY-54 17:42:00","CST","01-MAY-54 17:42:00",7,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",1.9,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,36.23,-96.92,36.25,-96.9,NA,NA,"PUB"
"50",195405,1,1742,195405,1,1742,NA,10098658,"OKLAHOMA",40,1954,"May      ","Tornado","C",117,"PAWNEE",NA,"01-MAY-54 17:42:00","CST","01-MAY-54 17:42:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",5.9,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,36.25,-96.9,36.32,-96.83,NA,NA,"PUB"
"51",195403,19,1950,195403,19,1950,NA,10083314,"OHIO",39,1954,"March    ","Tornado","C",141,"ROSS",NA,"19-MAR-54 19:50:00","CST","19-MAR-54 19:50:00",0,0,0,0,"250K",0,NA,0,NA,NA,NA,"F1",1,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,39.47,-82.75,NA,NA,NA,NA,"PUB"
"52",195404,27,1755,195404,27,1755,NA,10083315,"OHIO",39,1954,"April    ","Tornado","C",81,"JEFFERSON",NA,"27-APR-54 17:55:00","CST","27-APR-54 17:55:00",1,0,0,0,"250K",0,NA,0,NA,NA,NA,"F2",1,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.22,-80.88,NA,NA,NA,NA,"PUB"
"53",195405,2,1430,195405,2,1430,NA,10083316,"OHIO",39,1954,"May      ","Tornado","C",61,"HAMILTON",NA,"02-MAY-54 14:30:00","CST","02-MAY-54 14:30:00",0,0,0,0,"250K",0,NA,0,NA,NA,NA,"F1",0,167,NA,NA,NA,NA,0,NA,NA,0,NA,NA,39.2,-84.43,NA,NA,NA,NA,"PUB"
"54",195405,2,1700,195405,2,1700,NA,10083317,"OHIO",39,1954,"May      ","Tornado","C",51,"FULTON",NA,"02-MAY-54 17:00:00","CST","02-MAY-54 17:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.7,-84.57,NA,NA,NA,NA,"PUB"
"55",195405,2,1700,195405,2,1700,NA,10083318,"OHIO",39,1954,"May      ","Tornado","C",69,"HENRY",NA,"02-MAY-54 17:00:00","CST","02-MAY-54 17:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.25,-84.13,NA,NA,NA,NA,"PUB"
"56",195405,2,1710,195405,2,1710,NA,10083319,"OHIO",39,1954,"May      ","Tornado","C",137,"PUTNAM",NA,"02-MAY-54 17:10:00","CST","02-MAY-54 17:10:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.93,-83.97,NA,NA,NA,NA,"PUB"
"57",195405,2,1710,195405,2,1710,NA,10083320,"OHIO",39,1954,"May      ","Tornado","C",51,"FULTON",NA,"02-MAY-54 17:10:00","CST","02-MAY-54 17:10:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.7,-84.4,NA,NA,NA,NA,"PUB"
"58",195406,26,1115,195406,26,1115,NA,10083321,"OHIO",39,1954,"June     ","Tornado","C",49,"FRANKLIN",NA,"26-JUN-54 11:15:00","CST","26-JUN-54 11:15:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F0",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.1,-82.98,NA,NA,NA,NA,"PUB"
"59",195406,26,1140,195406,26,1140,NA,10083322,"OHIO",39,1954,"June     ","Tornado","C",119,"MUSKINGUM",NA,"26-JUN-54 11:40:00","CST","26-JUN-54 11:40:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,39.95,-81.9,NA,NA,NA,NA,"PUB"
"60",195408,12,1700,195408,12,1700,NA,10083323,"OHIO",39,1954,"August   ","Tornado","C",43,"ERIE",NA,"12-AUG-54 17:00:00","CST","12-AUG-54 17:00:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F0",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.42,-82.37,NA,NA,NA,NA,"PUB"
"61",195405,27,1700,195405,27,1700,NA,10072253,"MONTANA",30,1954,"May      ","Tornado","C",75,"POWDER RIVER",NA,"27-MAY-54 17:00:00","CST","27-MAY-54 17:00:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F2",0.1,23,NA,NA,NA,NA,0,NA,NA,0,NA,NA,45.43,-105.38,NA,NA,NA,NA,"PUB"
"62",195407,9,2300,195407,9,2300,NA,10072254,"MONTANA",30,1954,"July     ","Tornado","C",105,"VALLEY",NA,"09-JUL-54 23:00:00","CST","09-JUL-54 23:00:00",0,0,0,0,".25K",0,NA,0,NA,NA,NA,"",2,73,NA,NA,NA,NA,0,NA,NA,0,NA,NA,48.65,-106.2,NA,NA,NA,NA,"PUB"
"63",195407,26,1700,195407,26,1700,NA,10072255,"MONTANA",30,1954,"July     ","Tornado","C",11,"CARTER",NA,"26-JUL-54 17:00:00","CST","26-JUL-54 17:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F1",2.7,17,NA,NA,NA,NA,0,NA,NA,0,NA,NA,45.85,-104.07,45.9,-104.05,NA,NA,"PUB"
"64",195406,13,1740,195406,13,1740,NA,10089680,"NORTH DAKOTA",38,1954,"June     ","Tornado","C",101,"WARD",NA,"13-JUN-54 17:40:00","CST","13-JUN-54 17:40:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F2",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47.92,-101.67,NA,NA,NA,NA,"PUB"
"65",195406,16,1300,195406,16,1300,NA,10089681,"NORTH DAKOTA",38,1954,"June     ","Tornado","C",37,"GRANT",NA,"16-JUN-54 13:00:00","CST","16-JUN-54 13:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,46.13,-101.83,NA,NA,NA,NA,"PUB"
"66",195407,6,1500,195407,6,1500,NA,10089682,"NORTH DAKOTA",38,1954,"July     ","Tornado","C",103,"WELLS",NA,"06-JUL-54 15:00:00","CST","06-JUL-54 15:00:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",2,880,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47.7,-99.87,NA,NA,NA,NA,"PUB"
"67",195408,6,2000,195408,6,2000,NA,10089683,"NORTH DAKOTA",38,1954,"August   ","Tornado","C",7,"BILLINGS",NA,"06-AUG-54 20:00:00","CST","06-AUG-54 20:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,46.92,-103.5,NA,NA,NA,NA,"PUB"
"68",195410,22,800,195410,22,800,NA,10119359,"TEXAS",48,1954,"October  ","Tornado","C",313,"MADISON",NA,"22-OCT-54 08:00:00","CST","22-OCT-54 08:00:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",7.1,100,NA,NA,NA,NA,0,NA,NA,0,NA,NA,30.92,-96.12,30.92,-96,NA,NA,"PUB"
